bid,use1_gf,use2_gf,steps_lb,steps_ub,f0_tag,f0_cap,f0_elv,f0_scale,f1_tag,f1_cap,f1_elv,f1_scale,f2_tag,f2_cap,f2_elv,f2_scale,f5_tag,f5_cap,f5_elv,f5_scale
2902000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,206000.0,0.3,200.0,IBI2017_mf_cont_resi,1000000.0,0.3,200.0,IBI2020_cel_struc_crwl,103000.0,-2.4,200.0,IBI2020_gen_struc_resi-sfd-std,103000.0,0.3,200.0
2835001,resi,sfd,1.5,3.7,IBI2020_mf_struc_resi-sfd-std,86000.0,0.4,340.0,IBI2017_mf_cont_resi,1000000.0,0.4,340.0,IBI2020_cel_struc_crwl,43000.0,-2.3,340.0,IBI2020_gen_struc_resi-sfd-std,43000.0,0.4,340.0
2837001,resi,mf,-1.0,1.0,IBI2020_mf_struc_resi-mf-std,233000.0,0.0,570.0,IBI2017_mf_cont_resi,1000000.0,0.0,570.0,IBI2020_cel_struc_bsmt,117000.0,-2.7,570.0,IBI2020_gen_struc_resi-mf-std,117000.0,0.0,570.0
2836001,resi,mf,1.3,3.5,IBI2020_mf_struc_resi-mf-std,233000.0,0.4,470.0,IBI2017_mf_cont_resi,1000000.0,0.4,470.0,IBI2020_cel_struc_bsmt,117000.0,-2.3,470.0,IBI2020_gen_struc_resi-mf-std,117000.0,0.4,470.0
2900000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,231000.0,0.4,240.0,IBI2017_mf_cont_resi,1000000.0,0.4,240.0,IBI2020_cel_struc_crwl,116000.0,-2.3,240.0,IBI2020_gen_struc_resi-sfd-std,116000.0,0.4,240.0
2901000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,221000.0,0.3,230.0,IBI2017_mf_cont_resi,1000000.0,0.3,230.0,IBI2020_cel_struc_crwl,110000.0,-2.4,230.0,IBI2020_gen_struc_resi-sfd-std,110000.0,0.3,230.0
2866000,resi,sfd,1.0,3.0,IBI2020_mf_struc_resi-sfd-std,163000.0,0.3,150.0,IBI2017_mf_cont_resi,1000000.0,0.3,150.0,IBI2020_cel_struc_crwl,82000.0,-2.4,150.0,IBI2020_gen_struc_resi-sfd-std,82000.0,0.3,150.0
2868000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,201000.0,0.3,210.0,IBI2017_mf_cont_resi,1000000.0,0.3,210.0,IBI2020_cel_struc_crwl,100000.0,-2.4,210.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.3,210.0
254073,resi,sfd,1.7,3.9,IBI2020_mf_struc_resi-sfd-hi,94000.0,0.4,40.0,IBI2017_mf_cont_resi,1000000.0,0.4,40.0,IBI2020_cel_struc_bsmt,47000.0,-2.3,40.0,IBI2020_gen_struc_resi-sfd-hi,47000.0,0.4,40.0
2865000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,206000.0,0.3,200.0,IBI2017_mf_cont_resi,1000000.0,0.3,200.0,IBI2020_cel_struc_crwl,103000.0,-2.4,200.0,IBI2020_gen_struc_resi-sfd-std,103000.0,0.3,200.0
2862000,resi,sfd,1.0,2.0,IBI2020_mf_struc_resi-sfd-std,303000.0,0.2,210.0,IBI2017_mf_cont_resi,1000000.0,0.2,210.0,IBI2020_cel_struc_crwl,152000.0,-2.5,210.0,IBI2020_gen_struc_resi-sfd-std,152000.0,0.2,210.0
2863000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,196000.0,0.3,200.0,IBI2017_mf_cont_resi,1000000.0,0.3,200.0,IBI2020_cel_struc_crwl,98000.0,-2.4,200.0,IBI2020_gen_struc_resi-sfd-std,98000.0,0.3,200.0
2860000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,212000.0,0.3,230.0,IBI2017_mf_cont_resi,1000000.0,0.3,230.0,IBI2020_cel_struc_crwl,106000.0,-2.4,230.0,IBI2020_gen_struc_resi-sfd-std,106000.0,0.3,230.0
2861000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,199000.0,0.3,190.0,IBI2017_mf_cont_resi,1000000.0,0.3,190.0,IBI2020_cel_struc_crwl,100000.0,-2.4,190.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.3,190.0
2857000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,191000.0,0.3,180.0,IBI2017_mf_cont_resi,1000000.0,0.3,180.0,IBI2020_cel_struc_crwl,96000.0,-2.4,180.0,IBI2020_gen_struc_resi-sfd-std,96000.0,0.3,180.0
2859000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,151000.0,0.7,150.0,IBI2017_mf_cont_resi,1000000.0,0.7,150.0,IBI2020_cel_struc_bsmt,76000.0,-2.0,150.0,IBI2020_gen_struc_resi-sfd-std,76000.0,0.7,150.0
2854000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,198000.0,0.3,190.0,IBI2017_mf_cont_resi,1000000.0,0.3,190.0,IBI2020_cel_struc_crwl,99000.0,-2.4,190.0,IBI2020_gen_struc_resi-sfd-std,99000.0,0.3,190.0
2856000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,204000.0,0.3,210.0,IBI2017_mf_cont_resi,1000000.0,0.3,210.0,IBI2020_cel_struc_crwl,102000.0,-2.4,210.0,IBI2020_gen_struc_resi-sfd-std,102000.0,0.3,210.0
2852000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,204000.0,0.3,200.0,IBI2017_mf_cont_resi,1000000.0,0.3,200.0,IBI2020_cel_struc_crwl,102000.0,-2.4,200.0,IBI2020_gen_struc_resi-sfd-std,102000.0,0.3,200.0
2853000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,201000.0,0.3,210.0,IBI2017_mf_cont_resi,1000000.0,0.3,210.0,IBI2020_cel_struc_crwl,100000.0,-2.4,210.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.3,210.0
2849000,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-std,375000.0,0.4,160.0,IBI2017_mf_cont_resi,1000000.0,0.4,160.0,IBI2020_cel_struc_crwl,188000.0,-2.3,160.0,IBI2020_gen_struc_resi-sfd-std,188000.0,0.4,160.0
2851000,resi,sfd,1.7,3.9,IBI2020_mf_struc_resi-sfd-std,41000.0,0.4,50.0,IBI2017_mf_cont_resi,1000000.0,0.4,50.0,IBI2020_cel_struc_crwl,20000.0,-2.3,50.0,IBI2020_gen_struc_resi-sfd-std,20000.0,0.4,50.0
2883000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,215000.0,0.3,230.0,IBI2017_mf_cont_resi,1000000.0,0.3,230.0,IBI2020_cel_struc_crwl,108000.0,-2.4,230.0,IBI2020_gen_struc_resi-sfd-std,108000.0,0.3,230.0
2884000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,195000.0,0.3,200.0,IBI2017_mf_cont_resi,1000000.0,0.3,200.0,IBI2020_cel_struc_crwl,98000.0,-2.4,200.0,IBI2020_gen_struc_resi-sfd-std,98000.0,0.3,200.0
254076,resi,sfd,1.7,3.9,IBI2020_mf_struc_resi-sfd-hi,92000.0,0.4,40.0,IBI2017_mf_cont_resi,1000000.0,0.4,40.0,IBI2020_cel_struc_bsmt,46000.0,-2.3,40.0,IBI2020_gen_struc_resi-sfd-hi,46000.0,0.4,40.0
2882000,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-std,259000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_crwl,130000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,130000.0,0.4,140.0
2880000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,204000.0,0.3,210.0,IBI2017_mf_cont_resi,1000000.0,0.3,210.0,IBI2020_cel_struc_crwl,102000.0,-2.4,210.0,IBI2020_gen_struc_resi-sfd-std,102000.0,0.3,210.0
2881000,resi,sfd,1.1,3.2,IBI2020_mf_struc_resi-sfd-std,25000.0,0.3,1010.0,IBI2017_mf_cont_resi,1000000.0,0.3,1010.0,IBI2020_cel_struc_crwl,12000.0,-2.4,1010.0,IBI2020_gen_struc_resi-sfd-std,12000.0,0.3,1010.0
2878000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,201000.0,0.3,200.0,IBI2017_mf_cont_resi,1000000.0,0.3,200.0,IBI2020_cel_struc_crwl,100000.0,-2.4,200.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.3,200.0
2879000,nrp,retail,-1.0,1.0,IBI2020_mf_struc_nrp-retail-s1,214000.0,0.0,520.0,okNRP_mf_cont_nrp-retail,1000000.0,0.0,520.0,IBI2020_cel_struc_bsmt,107000.0,-2.7,520.0,IBI2020_gen_struc_nrp-retail-5,107000.0,0.0,520.0
2876000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,189000.0,0.3,180.0,IBI2017_mf_cont_resi,1000000.0,0.3,180.0,IBI2020_cel_struc_crwl,94000.0,-2.4,180.0,IBI2020_gen_struc_resi-sfd-std,94000.0,0.3,180.0
2877000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,184000.0,0.3,180.0,IBI2017_mf_cont_resi,1000000.0,0.3,180.0,IBI2020_cel_struc_crwl,92000.0,-2.4,180.0,IBI2020_gen_struc_resi-sfd-std,92000.0,0.3,180.0
2874000,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-std,199000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_bsmt,100000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.4,140.0
2875000,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-std,191000.0,0.4,110.0,IBI2017_mf_cont_resi,1000000.0,0.4,110.0,IBI2020_cel_struc_bsmt,96000.0,-2.3,110.0,IBI2020_gen_struc_resi-sfd-std,96000.0,0.4,110.0
2872000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,198000.0,0.3,210.0,IBI2017_mf_cont_resi,1000000.0,0.3,210.0,IBI2020_cel_struc_crwl,99000.0,-2.4,210.0,IBI2020_gen_struc_resi-sfd-std,99000.0,0.3,210.0
2873000,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-hi,473000.0,0.4,210.0,IBI2017_mf_cont_resi,1000000.0,0.4,210.0,IBI2020_cel_struc_crwl,236000.0,-2.3,210.0,IBI2020_gen_struc_resi-sfd-hi,236000.0,0.4,210.0
2869000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-std,235000.0,0.4,240.0,IBI2017_mf_cont_resi,1000000.0,0.4,240.0,IBI2020_cel_struc_bsmt,118000.0,-2.3,240.0,IBI2020_gen_struc_resi-sfd-std,118000.0,0.4,240.0
2870000,nrp,rec,0.2,2.3,IBI2020_mf_struc_nrp,17000.0,0.2,110.0,okNRP_mf_cont_nrp-6x,1000000.0,0.2,110.0,,,,,,,,
2831000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,204000.0,0.3,210.0,IBI2017_mf_cont_resi,1000000.0,0.3,210.0,IBI2020_cel_struc_crwl,102000.0,-2.4,210.0,IBI2020_gen_struc_resi-sfd-std,102000.0,0.3,210.0
2832000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-hi,309000.0,0.4,150.0,IBI2017_mf_cont_resi,1000000.0,0.4,150.0,IBI2020_cel_struc_bsmt,154000.0,-2.3,150.0,IBI2020_gen_struc_resi-sfd-hi,154000.0,0.4,150.0
2829000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,183000.0,0.0,160.0,IBI2017_mf_cont_resi,1000000.0,0.0,160.0,IBI2020_cel_struc_crwl,92000.0,-2.7,160.0,IBI2020_gen_struc_resi-sfd-std,92000.0,0.0,160.0
2830000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,143000.0,0.4,130.0,IBI2017_mf_cont_resi,1000000.0,0.4,130.0,IBI2020_cel_struc_crwl,71000.0,-2.3,130.0,IBI2020_gen_struc_resi-sfd-std,71000.0,0.4,130.0
2827000,resi,mf,-1.0,1.0,IBI2020_mf_struc_resi-mf-std,457000.0,0.0,330.0,IBI2017_mf_cont_resi,1000000.0,0.0,330.0,IBI2020_cel_struc_bsmt,229000.0,-2.7,330.0,IBI2020_gen_struc_resi-mf-std,229000.0,0.0,330.0
2828000,resi,mf,1.3,3.5,IBI2020_mf_struc_resi-mf-std,457000.0,0.4,490.0,IBI2017_mf_cont_resi,1000000.0,0.4,490.0,IBI2020_cel_struc_bsmt,229000.0,-2.3,490.0,IBI2020_gen_struc_resi-mf-std,229000.0,0.4,490.0
2825000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,201000.0,0.3,210.0,IBI2017_mf_cont_resi,1000000.0,0.3,210.0,IBI2020_cel_struc_crwl,100000.0,-2.4,210.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.3,210.0
2826000,resi,sfd,1.6,3.7,IBI2020_mf_struc_resi-sfd-hi,696000.0,0.4,290.0,IBI2017_mf_cont_resi,1000000.0,0.4,290.0,IBI2020_cel_struc_bsmt,348000.0,-2.3,290.0,IBI2020_gen_struc_resi-sfd-hi,348000.0,0.4,290.0
2823000,nrp,comy,-1.0,1.0,IBI2020_mf_struc_nrp,34000.0,0.0,210.0,okNRP_mf_cont_nrp-6x,1000000.0,0.0,210.0,IBI2020_cel_struc_bsmt,17000.0,-2.7,210.0,,,,
2824000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,199000.0,0.3,200.0,IBI2017_mf_cont_resi,1000000.0,0.3,200.0,IBI2020_cel_struc_crwl,100000.0,-2.4,200.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.3,200.0
2821000,nrp,retail,-0.1,2.0,IBI2020_mf_struc_nrp-retail-s1,10000.0,0.1,110.0,okNRP_mf_cont_nrp-retail,1000000.0,0.1,110.0,IBI2020_cel_struc_bsmt,10000.0,-2.6,110.0,IBI2020_gen_struc_nrp-retail-5,4000.0,0.1,110.0
2822000,nrp,comy,-1.0,1.0,IBI2020_mf_struc_nrp,34000.0,0.0,230.0,okNRP_mf_cont_nrp-6x,1000000.0,0.0,230.0,IBI2020_cel_struc_bsmt,17000.0,-2.7,230.0,,,,
2819000,resi,sfd,1.7,3.9,IBI2020_mf_struc_resi-sfd-hi,10000.0,0.4,70.0,IBI2017_mf_cont_resi,1000000.0,0.4,70.0,IBI2020_cel_struc_bsmt,10000.0,-2.3,70.0,IBI2020_gen_struc_resi-sfd-hi,1000.0,0.4,70.0
2820000,nrp,retail,-1.0,1.0,IBI2020_mf_struc_nrp-retail-s1,10000.0,0.0,210.0,okNRP_mf_cont_nrp-retail,1000000.0,0.0,210.0,IBI2020_cel_struc_bsmt,10000.0,-2.7,210.0,IBI2020_gen_struc_nrp-retail-5,4000.0,0.0,210.0
2816000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,245000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_bsmt,122000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,122000.0,0.4,140.0
2817000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,200000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_bsmt,100000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,100000.0,0.4,140.0
2846000,resi,sfd,1.0,3.0,IBI2020_mf_struc_resi-sfd-hi,93000.0,0.3,40.0,IBI2017_mf_cont_resi,1000000.0,0.3,40.0,IBI2020_cel_struc_crwl,46000.0,-2.4,40.0,IBI2020_gen_struc_resi-sfd-hi,46000.0,0.3,40.0
2848000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,78000.0,0.0,40.0,IBI2017_mf_cont_resi,1000000.0,0.0,40.0,IBI2020_cel_struc_crwl,39000.0,-2.7,40.0,IBI2020_gen_struc_resi-sfd-std,39000.0,0.0,40.0
2844000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,210000.0,0.3,220.0,IBI2017_mf_cont_resi,1000000.0,0.3,220.0,IBI2020_cel_struc_crwl,105000.0,-2.4,220.0,IBI2020_gen_struc_resi-sfd-std,105000.0,0.3,220.0
2845000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,179000.0,0.3,160.0,IBI2017_mf_cont_resi,1000000.0,0.3,160.0,IBI2020_cel_struc_crwl,90000.0,-2.4,160.0,IBI2020_gen_struc_resi-sfd-std,90000.0,0.3,160.0
2842000,nrp,rest,-0.4,1.5,IBI2020_mf_struc_nrp-rest-std,99000.0,0.1,240.0,okNRP_mf_cont_nrp-6x,1000000.0,0.1,240.0,IBI2020_cel_struc_bsmt,49000.0,-2.6,240.0,IBI2020_gen_struc_nrp-rest-std,49000.0,0.1,240.0
2843000,nrp,rest,-1.0,1.0,IBI2020_mf_struc_nrp-rest-std,152000.0,0.0,230.0,okNRP_mf_cont_nrp-6x,1000000.0,0.0,230.0,IBI2020_cel_struc_bsmt,76000.0,-2.7,230.0,IBI2020_gen_struc_nrp-rest-std,76000.0,0.0,230.0
2840000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,211000.0,0.3,220.0,IBI2017_mf_cont_resi,1000000.0,0.3,220.0,IBI2020_cel_struc_crwl,106000.0,-2.4,220.0,IBI2020_gen_struc_resi-sfd-std,106000.0,0.3,220.0
2841000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,181000.0,0.4,100.0,IBI2017_mf_cont_resi,1000000.0,0.4,100.0,IBI2020_cel_struc_bsmt,91000.0,-2.3,100.0,IBI2020_gen_struc_resi-sfd-std,91000.0,0.4,100.0
2838000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,185000.0,0.3,180.0,IBI2017_mf_cont_resi,1000000.0,0.3,180.0,IBI2020_cel_struc_crwl,92000.0,-2.4,180.0,IBI2020_gen_struc_resi-sfd-std,92000.0,0.3,180.0
2839000,resi,mf,1.5,3.7,IBI2020_mf_struc_resi-mf-std,132000.0,0.4,150.0,IBI2017_mf_cont_resi,1000000.0,0.4,150.0,IBI2020_cel_struc_bsmt,66000.0,-2.3,150.0,IBI2020_gen_struc_resi-mf-std,66000.0,0.4,150.0
2836000,resi,mf,1.5,3.7,IBI2020_mf_struc_resi-mf-std,233000.0,0.4,80.0,IBI2017_mf_cont_resi,1000000.0,0.4,80.0,IBI2020_cel_struc_bsmt,117000.0,-2.3,80.0,IBI2020_gen_struc_resi-mf-std,117000.0,0.4,80.0
2837000,resi,mf,1.5,3.7,IBI2020_mf_struc_resi-mf-std,233000.0,0.4,90.0,IBI2017_mf_cont_resi,1000000.0,0.4,90.0,IBI2020_cel_struc_bsmt,117000.0,-2.3,90.0,IBI2020_gen_struc_resi-mf-std,117000.0,0.4,90.0
2784001,resi,sfd,1.0,2.0,IBI2020_mf_struc_resi-sfd-std,149000.0,0.2,90.0,IBI2017_mf_cont_resi,1000000.0,0.2,90.0,IBI2020_cel_struc_bsmt,74000.0,-2.5,90.0,IBI2020_gen_struc_resi-sfd-std,74000.0,0.2,90.0
2835000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,86000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_crwl,43000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,43000.0,0.4,140.0
2833000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,172000.0,0.4,130.0,IBI2017_mf_cont_resi,1000000.0,0.4,130.0,IBI2020_cel_struc_crwl,86000.0,-2.3,130.0,IBI2020_gen_struc_resi-sfd-std,86000.0,0.4,130.0
2834000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,163000.0,0.4,160.0,IBI2017_mf_cont_resi,1000000.0,0.4,160.0,IBI2020_cel_struc_crwl,81000.0,-2.3,160.0,IBI2020_gen_struc_resi-sfd-std,81000.0,0.4,160.0
2798000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-hi,481000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_crwl,240000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-hi,240000.0,0.4,140.0
2799000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,160000.0,0.4,140.0,IBI2017_mf_cont_resi,1000000.0,0.4,140.0,IBI2020_cel_struc_bsmt,80000.0,-2.3,140.0,IBI2020_gen_struc_resi-sfd-std,80000.0,0.4,140.0
2796000,nrp,rest,-0.3,1.6,IBI2020_mf_struc_nrp-rest-std,60000.0,0.1,130.0,okNRP_mf_cont_nrp-6x,1000000.0,0.1,130.0,IBI2020_cel_struc_bsmt,30000.0,-2.6,130.0,IBI2020_gen_struc_nrp-rest-std,30000.0,0.1,130.0
2797000,nrp,rest,-0.4,1.5,IBI2020_mf_struc_nrp-rest-std,60000.0,0.1,240.0,okNRP_mf_cont_nrp-6x,1000000.0,0.1,240.0,IBI2020_cel_struc_bsmt,30000.0,-2.6,240.0,IBI2020_gen_struc_nrp-rest-std,30000.0,0.1,240.0
2793000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,163000.0,0.0,180.0,IBI2017_mf_cont_resi,1000000.0,0.0,180.0,IBI2020_cel_struc_bsmt,82000.0,-2.7,180.0,IBI2020_gen_struc_resi-sfd-std,82000.0,0.0,180.0
2795000,resi,sfd,0.9,2.9,IBI2020_mf_struc_resi-sfd-std,211000.0,0.3,220.0,IBI2017_mf_cont_resi,1000000.0,0.3,220.0,IBI2020_cel_struc_crwl,106000.0,-2.4,220.0,IBI2020_gen_struc_resi-sfd-std,106000.0,0.3,220.0
2777001,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,10000.0,0.7,80.0,IBI2017_mf_cont_resi,1000000.0,0.7,80.0,IBI2020_cel_struc_bsmt,10000.0,-2.0,80.0,IBI2020_gen_struc_resi-sfd-std,1000.0,0.7,80.0
2791000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,193000.0,0.4,110.0,IBI2017_mf_cont_resi,1000000.0,0.4,110.0,IBI2020_cel_struc_crwl,96000.0,-2.3,110.0,IBI2020_gen_struc_resi-sfd-std,96000.0,0.4,110.0
2788000,resi,sfd,7.0,10.0,IBI2020_mf_struc_resi-sfd-std,197000.0,1.3,90.0,IBI2017_mf_cont_resi,1000000.0,1.3,90.0,IBI2020_cel_struc_bsmt,98000.0,-1.4,90.0,IBI2020_gen_struc_resi-sfd-std,98000.0,1.3,90.0
2789000,resi,sfd,-1.0,1.0,IBI2020_mf_struc_resi-sfd-std,509000.0,0.0,320.0,IBI2017_mf_cont_resi,1000000.0,0.0,320.0,IBI2020_cel_struc_bsmt,254000.0,-2.7,320.0,IBI2020_gen_struc_resi-sfd-std,254000.0,0.0,320.0
2786000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-hi,59000.0,0.7,50.0,IBI2017_mf_cont_resi,1000000.0,0.7,50.0,IBI2020_cel_struc_bsmt,30000.0,-2.0,50.0,IBI2020_gen_struc_resi-sfd-hi,30000.0,0.7,50.0
2787000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-hi,59000.0,0.7,30.0,IBI2017_mf_cont_resi,1000000.0,0.7,30.0,IBI2020_cel_struc_bsmt,30000.0,-2.0,30.0,IBI2020_gen_struc_resi-sfd-hi,30000.0,0.7,30.0
2784000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,149000.0,0.7,150.0,IBI2017_mf_cont_resi,1000000.0,0.7,150.0,IBI2020_cel_struc_bsmt,74000.0,-2.0,150.0,IBI2020_gen_struc_resi-sfd-std,74000.0,0.7,150.0
2785000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,179000.0,0.4,110.0,IBI2017_mf_cont_resi,1000000.0,0.4,110.0,IBI2020_cel_struc_bsmt,90000.0,-2.3,110.0,IBI2020_gen_struc_resi-sfd-std,90000.0,0.4,110.0
2782000,resi,sfd,1.7,3.9,IBI2020_mf_struc_resi-sfd-hi,45000.0,0.4,40.0,IBI2017_mf_cont_resi,1000000.0,0.4,40.0,IBI2020_cel_struc_crwl,23000.0,-2.3,40.0,IBI2020_gen_struc_resi-sfd-hi,23000.0,0.4,40.0
2783000,resi,sfd,1.7,3.9,IBI2020_mf_struc_resi-sfd-std,45000.0,0.4,80.0,IBI2017_mf_cont_resi,1000000.0,0.4,80.0,IBI2020_cel_struc_crwl,23000.0,-2.3,80.0,IBI2020_gen_struc_resi-sfd-std,23000.0,0.4,80.0
2815000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,136000.0,0.7,180.0,IBI2017_mf_cont_resi,1000000.0,0.7,180.0,IBI2020_cel_struc_crwl,68000.0,-2.0,180.0,IBI2020_gen_struc_resi-sfd-std,68000.0,0.7,180.0
2779001,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-std,231000.0,0.4,180.0,IBI2017_mf_cont_resi,1000000.0,0.4,180.0,IBI2020_cel_struc_bsmt,116000.0,-2.3,180.0,IBI2020_gen_struc_resi-sfd-std,116000.0,0.4,180.0
2813000,resi,sfd,1.7,3.8,IBI2020_mf_struc_resi-sfd-std,212000.0,0.4,160.0,IBI2017_mf_cont_resi,1000000.0,0.4,160.0,IBI2020_cel_struc_bsmt,106000.0,-2.3,160.0,IBI2020_gen_struc_resi-sfd-std,106000.0,0.4,160.0
2814000,nrp,comy,0.4,2.5,IBI2020_mf_struc_nrp,3098000.0,0.2,590.0,okNRP_mf_cont_nrp-6x,1000000.0,0.2,590.0,IBI2020_cel_struc_bsmt,1549000.0,-2.5,590.0,,,,
2811000,nrp,comy,0.6,2.7,IBI2020_mf_struc_nrp,174000.0,0.2,250.0,okNRP_mf_cont_nrp-6x,1000000.0,0.2,250.0,IBI2020_cel_struc_bsmt,87000.0,-2.5,250.0,,,,
2812000,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-std,206000.0,0.4,170.0,IBI2017_mf_cont_resi,1000000.0,0.4,170.0,IBI2020_cel_struc_bsmt,103000.0,-2.3,170.0,IBI2020_gen_struc_resi-sfd-std,103000.0,0.4,170.0
2775001,resi,sfd,1.6,3.8,IBI2020_mf_struc_resi-sfd-std,278000.0,0.4,180.0,IBI2017_mf_cont_resi,1000000.0,0.4,180.0,IBI2020_cel_struc_crwl,139000.0,-2.3,180.0,IBI2020_gen_struc_resi-sfd-std,139000.0,0.4,180.0
2810000,resi,sfd,3.0,6.0,IBI2020_mf_struc_resi-sfd-std,194000.0,0.7,120.0,IBI2017_mf_cont_resi,1000000.0,0.7,120.0,IBI2020_cel_struc_bsmt,97000.0,-2.0,120.0,IBI2020_gen_struc_resi-sfd-std,97000.0,0.7,120.0
2808000,nrp,comy,0.5,2.7,IBI2020_mf_struc_nrp,133000.0,0.2,350.0,okNRP_mf_cont_nrp-6x,1000000.0,0.2,350.0,IBI2020_cel_struc_bsmt,66000.0,-2.5,350.0,,,,
