xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
638,,0.0,0.0,0.0,0.0,,0.0
640,0.0,483.01242,632.95793,755.91087,923.9307,1035.94392,66.49715
641,,0.0,0.0,0.0,0.0,,0.0
642,,0.0,0.0,0.0,0.0,,0.0
645,0.0,1151.95872,1211.97978,1280.91348,1343.99826,1386.05478,146.57533
647,0.0,110.9927,195.03003,236.98771,246.01349,252.03068,16.7475
651,0.0,140.95812,344.9608,561.00737,765.01005,901.01184,26.21021
654,0.0,908.8841,1175.9578,1232.915,1241.9448,1247.96467,122.08753
657,,0.0,0.0,0.0,0.0,,0.0
659,,0.0,0.0,0.0,0.0,,0.0
660,0.0,19607.0,19607.0,19607.0,19607.0,19607.0,2450.875
661,,0.0,0.0,0.0,0.0,,0.0
665,,0.0,0.0,0.0,0.0,,0.0
666,,0.0,0.0,0.0,0.0,,0.0
667,,0.0,0.0,0.0,0.0,,0.0
668,0.0,840.2589,1829.89716,3062.99505,4121.57763,4827.29935,148.38051
669,0.0,5964.07056,7004.935,7583.7034,7988.84128,8258.9332,782.76359
672,,0.0,0.0,0.0,0.0,,0.0
673,0.0,0.0,0.0,3.77532,8.80908,12.16492,0.04929
677,0.0,941.99049,1053.00273,1053.00273,1056.01469,1058.02266,121.09173
679,0.0,3977.80124,6560.93216,7631.33376,7862.7294,8016.99316,583.71124
680,0.0,293.97161,401.97056,494.95689,593.91763,659.89146,41.09615
681,0.0,975.6902,1171.5965,1210.0095,1444.3288,1600.54167,129.10289
682,0.0,2075.96485,2075.96485,2075.96485,2075.96485,2075.96485,259.49561
684,,0.0,0.0,0.0,0.0,,0.0
685,0.0,407.3576,407.3576,407.3576,407.3576,407.3576,50.9197
686,,0.0,0.0,0.0,0.0,,0.0
690,,0.0,0.0,0.0,0.0,,0.0
691,0.0,112863.04422,174566.1174,228174.62309,274639.16886,305615.53271,16554.63879
692,0.0,21515.8302,27810.11112,36331.29684,41512.12536,44966.01104,2963.80288
693,,0.0,0.0,0.0,0.0,,0.0
694,0.0,1302.02128,2375.76864,3179.8088,3518.70176,3744.6304,202.40744
695,0.0,87.00348,132.01264,133.4,133.4,133.4,12.23612
697,,0.0,0.0,0.0,0.0,,0.0
702,,0.0,0.0,0.0,0.0,,0.0
704,0.0,947.91306,1085.94894,1109.95518,1111.4,1112.36321,122.81628
705,0.0,2426.9364,2426.9364,2426.9364,2426.9364,2426.9364,303.36705
713,,0.0,0.0,0.0,0.0,,0.0
715,,0.0,0.0,0.0,0.0,,0.0
716,,0.0,0.0,0.0,0.0,,0.0
720,,0.0,0.0,0.0,0.0,,0.0
722,,0.0,0.0,0.0,0.0,,0.0
723,,0.0,0.0,0.0,0.0,,0.0
725,0.0,0.0,0.0,0.0,9.6192,16.032,0.04008
726,0.0,0.0,0.0,19.6467,275.0538,445.3252,1.21155
730,,0.0,0.0,0.0,0.0,,0.0
734,0.0,1031.8637,1031.8637,1031.8637,1031.8637,1031.8637,128.98296
735,0.0,1511.54824,2468.80818,2853.16868,3206.78034,3442.52145,222.01741
736,,0.0,0.0,0.0,0.0,,0.0
738,,0.0,0.0,0.0,0.0,,0.0
743,,0.0,0.0,0.0,0.0,,0.0
745,,0.0,0.0,0.0,0.0,,0.0
746,,0.0,0.0,0.0,0.0,,0.0
748,,0.0,0.0,0.0,0.0,,0.0
749,0.0,1826.99505,2591.65074,2984.75148,3239.78328,3409.80448,255.32494
750,,0.0,0.0,0.0,0.0,,0.0
754,0.0,59.93645,377.91509,1292.73459,2309.76151,2987.77946,28.13017
756,0.0,4474.55954,7457.20107,8437.87736,9223.85178,9747.83473,659.42915
759,0.0,0.0,481.96632,2068.43879,4538.51618,6185.23444,36.64952
760,,0.0,0.0,0.0,0.0,,0.0
761,,0.0,0.0,0.0,0.0,,0.0
763,,0.0,0.0,0.0,0.0,,0.0
769,0.0,4564.0,4564.0,4564.0,4564.0,4564.0,570.5
770,0.0,299.97234,372.0267,437.98122,503.99928,548.01132,40.42791
771,,0.0,0.0,0.0,0.0,,0.0
776,,0.0,0.0,0.0,0.0,,0.0
777,,0.0,0.0,0.0,0.0,,0.0
780,,0.0,0.0,0.0,0.0,,0.0
781,,0.0,0.0,0.0,0.0,,0.0
784,0.0,0.0,0.0,2.98026,12.03142,18.06553,0.06007
786,,0.0,0.0,0.0,0.0,,0.0
789,0.0,7262.58324,7394.2,7394.2,7394.2,7394.2,911.77141
791,,0.0,0.0,0.0,0.0,,0.0
793,,0.0,0.0,0.0,0.0,,0.0
794,,0.0,0.0,0.0,0.0,,0.0
795,0.0,4196.24361,7175.3006,10038.15839,12305.49528,13817.05321,644.82083
796,,0.0,0.0,0.0,0.0,,0.0
798,,0.0,0.0,0.0,0.0,,0.0
799,,0.0,0.0,0.0,0.0,,0.0
