xid,f0_elv,f0_scale,TRANSPORT_LINE_TYPE_CODE,TRANSPORT_LINE_SURFACE_CODE,TRANSPORT_LINE_DIVIDED_CODE,TOTAL_NUMBER_OF_LANES,DISASTER_ROUTE_IND,TRUCK_ROUTE_IND,FROM_TRAFFIC_IMPACTOR_CODE,TO_TRAFFIC_IMPACTOR_CODE,TRANSPORT_LINE_SURFACE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_ROAD_CLASS
7640,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7641,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7642,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7643,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7644,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7645,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7646,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7647,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7648,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7649,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7650,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7651,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7652,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7653,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7654,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7655,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7656,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7657,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7658,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7659,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7660,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7661,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7662,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7663,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7664,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7665,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7666,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7667,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7668,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7669,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7670,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7671,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7672,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7673,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7674,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7675,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7676,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7677,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7678,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7679,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7680,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7681,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7682,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7683,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7684,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7685,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7686,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7687,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7688,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7689,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7690,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7691,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7692,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7693,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7694,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7695,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7696,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7697,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7698,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7699,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7700,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7701,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7702,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7703,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7704,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7705,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7706,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7707,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7708,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7709,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7710,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7711,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7712,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7713,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7714,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7715,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7716,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7717,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7718,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7719,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7720,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7721,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7722,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7723,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7724,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7725,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7726,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7727,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7728,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7729,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7730,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7731,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7732,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7733,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7734,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7735,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7736,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7737,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7738,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7739,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7740,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7741,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7742,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7743,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7744,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7745,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7746,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7747,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7748,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7749,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7750,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7751,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7752,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7753,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7754,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7755,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7756,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7757,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7758,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7759,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7760,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7761,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7762,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7763,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7764,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7765,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7766,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7767,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7768,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7769,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7770,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7771,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7772,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7773,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7774,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7775,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7776,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7777,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7778,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7779,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7780,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7781,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7782,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7783,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7784,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7785,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7786,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7787,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7788,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7789,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7790,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7791,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7792,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7793,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7794,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7795,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7796,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7797,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7798,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7799,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7800,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7801,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7802,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7803,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7804,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7805,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7806,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7807,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7808,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7809,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7810,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7811,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7812,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7813,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7814,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7815,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7816,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7817,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7818,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7819,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7820,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7821,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7822,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7823,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7824,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7825,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7826,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7827,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7828,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7829,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7830,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7831,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7832,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7833,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7834,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7835,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7836,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7837,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7838,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7839,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7840,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7841,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7842,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7843,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7844,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7845,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7846,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7847,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7848,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7849,0.0,4.0,RC1,P,N,2,N,N,,,paved,Road collector major,collector
7850,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
7851,0.0,4.0,RC1,P,N,2,N,N,,L,paved,Road collector major,collector
7852,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7853,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7854,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7855,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7856,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7857,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7858,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7859,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7860,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7861,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7862,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7863,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7864,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7865,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7866,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7867,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7868,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7869,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7870,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7871,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7872,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7873,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7874,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7875,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7876,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7877,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7878,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7879,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7880,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7881,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7882,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7883,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7884,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7885,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7886,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7887,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7888,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7889,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7890,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7891,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7892,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7893,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7894,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7895,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7896,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7897,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7898,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7899,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7900,0.0,3.0,RC2,P,N,2,N,N,,S,paved,Road collector minor,collector
7901,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7902,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7903,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7904,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7905,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7906,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7907,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7908,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7909,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7910,0.0,2.0,RST,P,N,2,N,N,C,,paved,Road strata,strata
7911,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7912,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7913,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7914,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7915,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7916,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7917,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7918,0.0,2.0,RLO,L,N,2,N,N,,,loose,Road local,local
7919,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7920,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7921,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7922,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7923,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7924,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7925,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7926,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7927,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7928,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7929,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7930,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7931,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7932,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7933,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7934,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7935,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7936,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7937,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7938,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7939,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7940,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7941,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7942,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7943,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7944,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7945,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7946,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7947,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7948,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7949,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7950,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7951,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7952,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7953,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7954,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7955,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7956,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7957,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
7958,0.0,2.0,RLO,P,N,2,N,N,C,,paved,Road local,local
7959,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7960,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7961,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7962,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7963,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7964,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7965,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7966,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7967,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7968,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7969,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7970,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7971,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7972,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7973,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
