xid,f0_elv,f0_scale,TRANSPORT_LINE_TYPE_CODE,TRANSPORT_LINE_SURFACE_CODE,TRANSPORT_LINE_DIVIDED_CODE,TOTAL_NUMBER_OF_LANES,DISASTER_ROUTE_IND,TRUCK_ROUTE_IND,FROM_TRAFFIC_IMPACTOR_CODE,TO_TRAFFIC_IMPACTOR_CODE,TRANSPORT_LINE_SURFACE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_DESCRIPTION,TRANSPORT_LINE_TYPE_CODE_ROAD_CLASS
7303,0.0,3.0,RC2,P,N,2,N,N,,S,paved,Road collector minor,collector
7304,0.0,3.0,RC2,P,N,2,N,N,,S,paved,Road collector minor,collector
7305,0.0,3.0,RC2,P,N,2,N,N,,S,paved,Road collector minor,collector
7306,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7307,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7308,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7309,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7310,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7311,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7312,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7313,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7314,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7315,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7316,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7317,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7318,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7319,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7320,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7321,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7322,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7323,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7324,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7325,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7326,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7327,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7328,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7329,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7330,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7331,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7332,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7333,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7334,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7335,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7336,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7337,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7338,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7339,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7340,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7341,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7342,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7343,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7344,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7345,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7346,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7347,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7348,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7349,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7350,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7351,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7352,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7353,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7354,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7355,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7356,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7357,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7358,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7359,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7360,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7361,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7362,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7363,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7364,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7365,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7366,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7367,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7368,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7369,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7370,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7371,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7372,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7373,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7374,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7375,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7376,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7377,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7378,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7379,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7380,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7381,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7382,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7383,0.0,2.0,RLO,P,N,2,N,N,,,paved,Road local,local
7384,0.0,3.0,RC2,P,N,2,N,N,L,,paved,Road collector minor,collector
7385,0.0,3.0,RC2,P,N,2,N,N,L,,paved,Road collector minor,collector
7386,0.0,3.0,RC2,P,N,2,N,N,L,,paved,Road collector minor,collector
7387,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7388,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7389,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7390,0.0,3.0,RC2,P,N,2,N,N,,,paved,Road collector minor,collector
7391,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7392,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7393,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7394,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7395,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7396,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7397,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7398,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7399,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7400,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7401,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7402,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7403,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7404,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7405,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7406,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7407,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7408,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7409,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7410,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7411,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7412,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7413,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7414,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7415,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7416,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7417,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7418,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7419,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7420,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7421,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7422,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7423,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7424,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7425,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7426,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7427,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7428,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7429,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7430,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7431,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7432,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7433,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7434,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7435,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7436,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7437,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7438,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7439,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7440,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7441,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7442,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7443,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7444,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7445,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7446,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7447,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7448,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7449,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7450,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7451,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7452,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7453,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7454,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7455,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7456,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7457,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7458,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7459,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7460,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7461,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7462,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7463,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7464,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7465,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7466,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7467,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7468,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7469,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7470,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7471,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7472,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7473,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7474,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7475,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7476,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7477,0.0,6.0,RA1,P,H,2,Y,Y,,,paved,Road arterial major,arterial
7478,0.0,6.0,RA1,P,H,2,Y,Y,,L,paved,Road arterial major,arterial
7479,0.0,6.0,RA1,P,H,2,Y,Y,,L,paved,Road arterial major,arterial
7480,0.0,6.0,RA1,P,H,2,Y,Y,,L,paved,Road arterial major,arterial
7481,0.0,3.0,RC2,P,N,2,N,N,L,,paved,Road collector minor,collector
7482,0.0,3.0,RC2,P,N,2,N,N,L,,paved,Road collector minor,collector
7483,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7484,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7485,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7486,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7487,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7488,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7489,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7490,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7491,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7492,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7493,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7494,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7495,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7496,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7497,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7498,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7499,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7500,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7501,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7502,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7503,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7504,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7505,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7506,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7507,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7508,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7509,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7510,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7511,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7512,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7513,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7514,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7515,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7516,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7517,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7518,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7519,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7520,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7521,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7522,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7523,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7524,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7525,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7526,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7527,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7528,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7529,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7530,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7531,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7532,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7533,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7534,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7535,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7536,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7537,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7538,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7539,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7540,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7541,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7542,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7543,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7544,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7545,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7546,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7547,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7548,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7549,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7550,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7551,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7552,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7553,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7554,0.0,6.0,RH1,P,H,2,Y,Y,,,paved,Road highway major,highway
7555,0.0,6.0,RH1,P,H,2,Y,Y,,L,paved,Road highway major,highway
7556,0.0,6.0,RH1,P,H,2,Y,Y,,L,paved,Road highway major,highway
7557,0.0,6.0,RH1,P,H,2,Y,Y,,L,paved,Road highway major,highway
7558,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7559,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7560,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7561,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7562,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7563,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7564,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7565,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7566,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7567,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7568,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7569,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7570,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7571,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7572,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7573,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7574,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7575,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7576,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7577,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7578,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7579,0.0,4.0,RC1,P,N,4,N,N,,,paved,Road collector major,collector
7580,0.0,4.0,RC1,P,N,4,N,N,,,paved,Road collector major,collector
7581,0.0,4.0,RC1,P,N,4,N,N,,,paved,Road collector major,collector
7582,0.0,4.0,RC1,P,N,4,N,N,,L,paved,Road collector major,collector
7583,0.0,4.0,RC1,P,N,4,N,N,,L,paved,Road collector major,collector
7584,0.0,4.0,RC1,P,N,4,N,N,,L,paved,Road collector major,collector
7585,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7586,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7587,0.0,2.0,RLO,P,N,2,N,N,L,,paved,Road local,local
7588,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
7589,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
7590,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
7591,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
7592,0.0,2.0,RLO,P,N,2,N,N,,C,paved,Road local,local
7593,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7594,0.0,6.0,RA1,P,H,2,N,Y,,,paved,Road arterial major,arterial
7595,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7596,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7597,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7598,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7599,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7600,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7601,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7602,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7603,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7604,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7605,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7606,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7607,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7608,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7609,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7610,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7611,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7612,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7613,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7614,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7615,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7616,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7617,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7618,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7619,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7620,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7621,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7622,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7623,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7624,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7625,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7626,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7627,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7628,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7629,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7630,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7631,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7632,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7633,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7634,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7635,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7636,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7637,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7638,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
7639,0.0,6.0,RA1,P,H,2,N,Y,,L,paved,Road arterial major,arterial
