xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
244,0.0,0.0,3249.774,3899.7288,4549.6836,4982.9868,105.07603
245,0.0,0.0,45.6084,45.6084,461.646,739.0044,3.10174
246,0.0,0.0,1624.7931,5850.0768,6825.0896,7475.09813,84.49597
247,0.0,1300.6015,6174.868,9100.225,11374.617,12890.87833,340.21999
248,0.0,0.0,1949.8752,5525.0432,7150.336,8233.86453,92.08207
249,0.0,0.0,0.0,322.3407,1949.7534,3034.6952,9.19844
250,0.0,66.8766,415.5903,649.6584,974.4876,1191.0404,21.92995
251,0.0,0.0,40956.882,62395.734,126092.67,168557.294,1654.90175
252,0.0,0.0,1949.3505,3574.8815,5850.196,7367.07233,80.15247
253,0.0,36400.0068,49399.6536,49723.2756,49723.2756,49723.2756,4942.41742
254,0.0,648.1588,648.1588,974.3024,2274.7484,3141.7124,88.88445
255,0.0,6499.9875,11698.1844,13973.6283,17222.7255,19388.7903,999.04808
256,0.0,974.5905,1949.181,2600.4927,4549.6737,5849.1277,164.06795
257,0.0,1299.7305,1299.7305,2274.1155,11048.535,16898.148,206.33428
258,0.0,645.9525,976.106,976.106,1306.2595,1526.36183,92.02431
259,0.0,580.2875,2924.649,7149.142,15599.9135,21233.76117,209.76203
260,0.0,1949.1498,3250.1952,5849.0616,9748.9734,12348.9146,318.41622
261,0.0,4224.697,6498.9612,7798.009,15272.1866,20254.97167,637.20032
262,0.0,0.0,7474.7625,13648.8,15924.1875,17441.1125,280.02894
263,0.0,9751.4652,25677.65,29254.3956,32825.0994,35205.5686,1738.42222
264,0.0,38404.044,45596.439,50101.443,54595.296,57591.198,5068.78927
265,0.0,26645.858,38340.905,42924.678,52649.131,59132.09967,3756.48051
266,0.0,10489.64,242280.7136,402022.9456,533233.3568,620706.96427,10009.71399
267,0.0,8282.1096,515331.264,1122685.968,1947829.48,2497925.15467,24239.99658
268,,0.0,0.0,0.0,0.0,,0.0
269,0.0,2921.615,54011.095,72006.175,85502.485,94500.025,2089.084
270,0.0,2248.1784,15737.2488,32281.536,45770.6064,54763.32,865.98103
271,0.0,3251.9837,89706.7946,101410.9387,131967.5966,152338.70187,3215.24278
272,0.0,2259.1992,109507.2216,132013.9608,152282.814,165795.3828,3753.09467
273,0.0,8242.2135,24015.0825,33739.7085,43523.631,50046.246,1617.1638
274,0.0,43547.6818,49397.3704,54603.7259,61103.3799,65436.48257,5685.08044
275,0.0,6142.2512,56882.5872,97808.674,232671.146,322579.46067,3158.8641
276,0.0,0.0,4876.296,10074.207,21774.867,29575.307,234.02596
277,0.0,9097.5784,13001.9296,14297.0928,35422.0848,49505.4128,1352.06236
278,0.0,201.1392,20993.904,46802.5776,91204.056,120805.0416,1027.49656
279,0.0,0.0,1300.2936,1625.1012,4875.3036,7042.1052,54.98738
280,,0.0,0.0,0.0,0.0,,0.0
281,0.0,16498.5348,94491.6084,168759.2064,225754.1448,263750.7704,5196.59495
282,0.0,3904.3368,8130.4596,13321.9404,59466.0528,90228.7944,846.02902
283,0.0,276.7156,575.8676,1301.3112,18524.9876,30007.43853,120.77016
284,0.0,156.4445,322.1181,322.1181,322.1181,322.1181,24.52577
285,,0.0,0.0,0.0,0.0,,0.0
286,0.0,0.0,1499.1028,5248.848,39000.5312,61501.65333,213.72819
287,0.0,0.0,0.0,25502.961,55498.4144,75495.38333,316.25326
288,0.0,29570.9056,32821.156,38023.1499,55246.2905,66728.38423,3904.64875
289,0.0,21743.85,84018.2364,176994.939,313502.8293,404508.0895,5852.32099
290,,0.0,0.0,0.0,0.0,,0.0
291,,0.0,0.0,0.0,0.0,,0.0
292,0.0,6176.0208,12348.6332,22423.8636,30873.2872,36506.23627,1067.95113
293,0.0,0.0,974.54,3250.0909,7148.2509,9747.02423,62.54517
294,0.0,27.4939,974.8298,1267.0,1267.0,1267.0,34.04809
295,0.0,0.0,0.0,0.0,576.5359,960.89317,2.40223
296,0.0,26260.1421,43766.9035,61273.6649,148807.4719,207163.34323,4303.74551
297,0.0,21446.0712,83208.6537,110173.9344,157954.5195,189808.2429,4934.96175
298,0.0,0.0,0.0,0.0,37.8864,63.144,0.15786
299,0.0,976.6185,5850.5265,7151.664,9426.3585,10942.8215,287.53098
300,0.0,204.356,650.026,650.026,650.026,650.026,38.9146
301,,0.0,0.0,0.0,0.0,,0.0
302,,0.0,0.0,0.0,0.0,,0.0
303,0.0,158195.1759,206974.8447,227299.7067,250673.298,266255.6922,21487.61348
304,,0.0,0.0,0.0,0.0,,0.0
305,0.0,40518.8775,47001.8979,49162.9047,50243.4081,50963.7437,5280.05995
306,0.0,360.7084,541.0626,811.5939,811.5939,811.5939,52.52816
