bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,rawpop,cap_pop,SVIt_score,f0_scale,f0_elv
16984000,5935010,59350126,resi,sfd,6,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16987000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16988000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
16989000,5935010,59350248,resi,sfd,2,sfd2,1.8,1.8,0.98,1.8,1.76,1,0.18,0.1
16990000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
16993000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16994000,5935010,59350214,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16995000,5935010,59350214,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16996000,5935010,59350214,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16997000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16998000,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16999000,5935010,59350214,resi,sfd,5,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17000000,5935010,59350214,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17001000,5935010,59350214,resi,sfd,5,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993001,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17002000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17003000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16993002,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17006000,5935010,59350248,resi,sfd,4,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
17007000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
17008000,5935010,59350248,resi,sfd,4,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
16988001,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
17009000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
17010000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
17011000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
16989001,5935010,59350248,resi,sfd,2,sfd2,1.8,1.8,0.98,1.8,1.76,1,0.18,0.1
17012000,5935010,59350248,resi,sfd,2,sfd2,1.8,1.8,0.98,1.8,1.76,1,0.18,0.1
17013000,5935010,59350248,resi,sfd,6,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
17014000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
16997001,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17015000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16993003,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16992002,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16998001,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16998002,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16998003,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993004,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17016000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16992003,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16993005,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17018000,5935010,59350214,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16993006,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998004,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993007,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17019000,5935010,59350214,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993008,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993009,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16992004,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
17020000,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993010,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993011,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17023000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17023001,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17023002,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993012,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998005,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17023003,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16893005,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16998006,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17023004,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17028000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
17029000,5935010,59350214,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
17023005,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998007,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17030000,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
17023006,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17031000,5935010,59350214,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
17032000,5935010,59350214,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
17033000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17033001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17023007,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993013,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16893006,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16992005,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16998008,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17034000,5935010,59350126,resi,sfd,1,sfd1,1.556756757,1.556756757,0.82,1.6,1.28,1,0.13,0.1
16993014,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998009,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993015,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998010,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17035000,5935010,59350214,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993016,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993017,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17038000,5935010,59350214,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17023008,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993018,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993019,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16992006,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
17023009,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993020,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993021,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16997002,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16993022,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993023,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998011,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16998012,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17023010,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17043000,5935010,59350214,resi,sfd,2,sfd2,1.8,1.8,0.92,1.8,1.66,2,0.33,0.1
17044000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17030001,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16993024,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998013,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16998014,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993025,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998015,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16998016,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993026,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993027,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17046000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16998017,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17047000,5935010,59350214,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993028,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998018,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16997003,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17048000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16993029,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993030,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16893007,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16992007,5935010,59350121,resi,sfd,1,sfd1,1.556756757,1.556756757,0.98,1.6,1.53,2,0.31,0.1
16998019,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17049000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16993031,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17050000,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16993032,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993033,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16993034,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16998020,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16998021,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17052000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
16956001,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17054000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17055000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16947001,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16997004,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
17057000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
17059000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16987001,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17062000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
17063000,5935010,59350248,resi,sfd,4,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
17064000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
17065000,5935010,59350248,resi,sfd,5,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
17066000,5935010,59350248,resi,sfd,3,sfd3,2.4,2.4,0.98,2.4,2.35,1,0.24,0.1
17067000,5935010,59350248,resi,sfd,4,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
17068000,5935010,59350248,resi,sfd,4,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
17069000,5935010,59350248,resi,sfd,4,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
17059001,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
17073000,5935010,59350124,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17075000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
17078000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17081000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
17075001,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
17089000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
17092000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17098000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
3870001,5935010,59350124,resi,sfd,2,sfd2,1.8,1.8,0.92,1.8,1.66,2,0.33,0.1
17100000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16916001,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16905001,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16917001,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16924001,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17106000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17110000,5935010,59350124,resi,sfd,5,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17111000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17112000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17115000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
3673035,5935802,59350321,resi,mh,1,mh,2.0,2.0,0.95,2.0,1.9,3,0.57,0.1
17116000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17117000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16702001,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16739002,5935029,59350319,resi,sfd,1,sfd1,1.460869565,1.460869565,0.97,1.5,1.42,2,0.28,0.1
17123000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17127000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17132000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17114001,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17140000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17142000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17147000,5935029,59350340,resi,sfd,3,sfd3,2.4,2.4,0.7,2.4,1.68,4,0.67,0.1
17152000,5935029,59350340,resi,sfd,5,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
17153000,5935010,59350125,resi,sfd,4,sfd4,3.3,3.3,0.96,3.3,3.17,2,0.63,0.1
17157000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17163000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17169000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17171000,5935010,59350125,resi,sfd,4,sfd4,3.3,3.3,0.96,3.3,3.17,2,0.63,0.1
17172000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
17174000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16040001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17178000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17180000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17185000,5935010,59350214,resi,mf,7,mf,0.884072044,6.188504307,0.92,6.2,5.69,2,1.14,0.1
17186000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
17187000,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17187001,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17023011,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17185001,5935010,59350214,resi,mf,7,mf,0.884072044,6.188504307,0.92,6.2,5.69,2,1.14,0.1
17187002,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17023012,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17023013,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17187003,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17189000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17185002,5935010,59350214,resi,mf,7,mf,0.884072044,6.188504307,0.92,6.2,5.69,2,1.14,0.1
17191000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
17192000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17193000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17194000,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17195000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
17196000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17197000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17198000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17199000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17200000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17201000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17201001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17202000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17204000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17203001,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17205000,5935010,59350214,resi,mf,54,mf,0.884072044,47.73989037,0.92,47.7,43.92,2,8.78,0.1
17206000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17207000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17208000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17206001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17209000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17194001,5935010,59350214,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
17210000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17210001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17187004,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17211000,5935010,59350126,resi,sfd,6,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17187005,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17185003,5935010,59350214,resi,mf,7,mf,0.884072044,6.188504307,0.92,6.2,5.69,2,1.14,0.1
17185004,5935010,59350214,resi,mf,7,mf,0.884072044,6.188504307,0.92,6.2,5.69,2,1.14,0.1
17212000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17213000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17214000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17215000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17193001,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17216000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17217000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
17218000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
17220000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17221000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17222000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17223000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17224000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17224001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17224002,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
17226000,5935029,59350289,resi,mh,1,mh,1.8,1.8,0.53,1.8,0.95,0,0.0,0.1
17227000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
17228000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
