bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,rawpop,cap_pop,SVIt_score,f0_scale,f0_elv
16186000,5935029,59350340,resi,sfd,3,sfd3,2.4,2.4,0.7,2.4,1.68,4,0.67,0.1
16189000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16196000,5935029,59350340,resi,sfd,4,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16197000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16199000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16188001,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16205000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16207000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16208000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16223000,5935029,59350340,resi,sfd,4,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16238000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16238001,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16241000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16269000,5935029,59350316,resi,sfd,5,sfd4,3.2,3.2,0.97,3.2,3.1,3,0.93,0.1
16272000,5935802,59350321,resi,sfd,1,sfd1,1.2,1.2,0.95,1.2,1.14,3,0.34,0.1
16273000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16274000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16276000,5935029,59350340,resi,sfd,3,sfd3,2.4,2.4,0.7,2.4,1.68,4,0.67,0.1
16281000,5935029,59350316,resi,sfd,3,sfd3,2.4,2.4,0.97,2.4,2.33,3,0.7,0.1
16283000,5935029,59350316,resi,sfd,5,sfd4,3.2,3.2,0.97,3.2,3.1,3,0.93,0.1
16287000,5935029,59350340,resi,sfd,3,sfd3,2.4,2.4,0.7,2.4,1.68,4,0.67,0.1
16302000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16303000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16304000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16309000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16312000,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16314000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16319000,5935029,59350340,resi,sfd,4,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16288001,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16320000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16323000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16303001,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16326000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16327000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16328000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16332000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16320001,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16312001,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16320002,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16303002,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16338000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16340000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16342000,5935029,59350340,resi,sfd,4,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16312002,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16345000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16312003,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16312004,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16349000,5935029,59350340,resi,sfd,4,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16350000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16357000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16361000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16389000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16392000,5935029,59350340,resi,sfd,4,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16404000,5935029,59350340,resi,sfd,3,sfd3,2.4,2.4,0.7,2.4,1.68,4,0.67,0.1
16415000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16416000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16418000,5935010,59350124,resi,sfd,5,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16431000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16435000,5935010,59350124,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16443000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16447000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16456000,5935029,59350316,resi,sfd,4,sfd4,3.2,3.2,0.97,3.2,3.1,3,0.93,0.1
16458000,5935029,59350340,resi,sfd,2,sfd2,1.9,1.9,0.7,1.9,1.33,4,0.53,0.1
16459000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16464000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16473000,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16487000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16438001,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16492000,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16493000,5935010,59350124,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16501000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
3703038,5935802,59350321,resi,mh,1,mh,2.0,2.0,0.95,2.0,1.9,3,0.57,0.1
16506000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16509000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16510000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16514000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16520000,5935010,59350124,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16523000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16524000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16531000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16502001,5935010,59350124,resi,sfd,2,sfd2,1.8,1.8,0.92,1.8,1.66,2,0.33,0.1
16537000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16538000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16541000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16529001,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16549000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16550000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16551000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16555001,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16558000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16561000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16562000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16567000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16569000,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16571000,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16572000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16573000,5935029,59350316,resi,sfd,6,sfd4,3.2,3.2,0.97,3.2,3.1,3,0.93,0.1
16576000,5935029,59350316,resi,sfd,4,sfd4,3.2,3.2,0.97,3.2,3.1,3,0.93,0.1
16580000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16581000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16448001,5935010,59350126,resi,sfd,6,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16588000,5935010,59350124,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16591000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16593000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16597000,5935029,59350316,resi,sfd,4,sfd4,3.2,3.2,0.97,3.2,3.1,3,0.93,0.1
16606000,5935029,59350316,resi,sfd,4,sfd4,3.2,3.2,0.97,3.2,3.1,3,0.93,0.1
16609000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16610000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16612000,5935010,59350126,resi,sfd,1,sfd1,1.556756757,1.556756757,0.82,1.6,1.28,1,0.13,0.1
16617000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16601001,5935010,59350124,resi,sfd,2,sfd2,1.8,1.8,0.92,1.8,1.66,2,0.33,0.1
16541001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16621000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16550001,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16635000,5935029,59350340,resi,sfd,5,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16636000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16637000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16638000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16312005,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16640000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16642000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16645000,5935010,59350124,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16647000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16650000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16655000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16656000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16340001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16312006,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16657000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16659000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16664000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
3655058,5935802,59350321,resi,mh,1,mh,2.0,2.0,0.95,2.0,1.9,3,0.57,0.1
16647001,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16669000,5935029,59350340,resi,sfd,4,sfd4,3.2,3.2,0.7,3.2,2.24,4,0.9,0.1
16312007,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16312008,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16672000,5935010,59350124,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16312009,5935029,59350289,resi,mf,33,mf,0.846153846,27.92307692,0.53,27.9,14.8,0,0.0,0.1
16679000,5935010,59350126,resi,sfd,4,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16681000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16683000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16688000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16691000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16694000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16695000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
3703042,5935802,59350321,resi,mh,1,mh,2.0,2.0,0.95,2.0,1.9,3,0.57,0.1
16701000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16702000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16703000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16707000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16708000,5935010,59350126,resi,sfd,1,sfd1,1.556756757,1.556756757,0.82,1.6,1.28,1,0.13,0.1
16712000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16708001,5935010,59350126,resi,sfd,1,sfd1,1.556756757,1.556756757,0.82,1.6,1.28,1,0.13,0.1
16716000,5935029,59350319,resi,sfd,4,sfd4,3.2,3.2,0.97,3.2,3.1,2,0.62,0.1
16720000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16721000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16722000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16723000,5935010,59350126,resi,sfd,6,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16724000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16727000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16729000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16730000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16737000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16738000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16740000,5935029,59350319,resi,mf,10,mf,0.846153846,8.461538462,0.97,8.5,8.21,2,1.64,0.1
3829001,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
254437,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16746000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16749000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16750000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16752000,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16753000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16754000,5935029,59350319,resi,sfd,3,sfd3,2.4,2.4,0.97,2.4,2.33,2,0.47,0.1
16757000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16760000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16766000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16769000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16771000,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16777000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16792000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16794000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16795000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16796000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16797000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16800000,5935010,59350124,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16708002,5935010,59350126,resi,sfd,1,sfd1,1.556756757,1.556756757,0.82,1.6,1.28,1,0.13,0.1
16803000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16805000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16806000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16810000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16811000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16812000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16817000,5935010,59350126,resi,sfd,1,sfd1,1.556756757,1.556756757,0.82,1.6,1.28,1,0.13,0.1
16818000,5935010,59350124,resi,sfd,4,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16819000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16823000,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16776001,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16829000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16809001,5935010,59350126,resi,sfd,5,sfd4,3.3,3.3,0.82,3.3,2.71,1,0.27,0.1
16835000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16836000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16838000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16780001,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16841000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16843000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16740004,5935029,59350319,resi,mf,10,mf,0.846153846,8.461538462,0.97,8.5,8.21,2,1.64,0.1
16848000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16849000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16850000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16740005,5935029,59350319,resi,mf,10,mf,0.846153846,8.461538462,0.97,8.5,8.21,2,1.64,0.1
16740006,5935029,59350319,resi,mf,10,mf,0.846153846,8.461538462,0.97,8.5,8.21,2,1.64,0.1
16740007,5935029,59350319,resi,mf,10,mf,0.846153846,8.461538462,0.97,8.5,8.21,2,1.64,0.1
16857000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16754001,5935029,59350319,resi,sfd,3,sfd3,2.4,2.4,0.97,2.4,2.33,2,0.47,0.1
16859000,5935029,59350289,resi,sfd,6,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16861000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16862000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16740008,5935029,59350319,resi,mf,10,mf,0.846153846,8.461538462,0.97,8.5,8.21,2,1.64,0.1
16863000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16737001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16866000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16867000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16877000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16881000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16817001,5935010,59350126,resi,sfd,1,sfd1,1.556756757,1.556756757,0.82,1.6,1.28,1,0.13,0.1
16886000,5935029,59350289,resi,sfd,5,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16887000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16888000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16891000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16752001,5935010,59350126,resi,sfd,2,sfd2,1.8,1.8,0.82,1.8,1.48,1,0.15,0.1
16917000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16918000,5935010,59350124,resi,sfd,5,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16945000,5935010,59350248,resi,sfd,4,sfd4,3.3,3.3,0.98,3.3,3.23,1,0.32,0.1
16949000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16951000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16952000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16953000,5935029,59350289,resi,sfd,3,sfd3,2.4,2.4,0.53,2.4,1.27,0,0.0,0.1
16954000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
16960000,5935010,59350124,resi,sfd,6,sfd4,3.3,3.3,0.92,3.3,3.04,2,0.61,0.1
16962000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16965000,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16951001,5935010,59350126,resi,sfd,3,sfd3,2.4,2.4,0.82,2.4,1.97,1,0.2,0.1
16972000,5935029,59350289,resi,sfd,1,sfd1,1.460869565,1.460869565,0.53,1.5,0.77,0,0.0,0.1
16973000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16976000,5935029,59350289,resi,sfd,4,sfd4,3.2,3.2,0.53,3.2,1.7,0,0.0,0.1
16981000,5935029,59350289,resi,sfd,2,sfd2,1.9,1.9,0.53,1.9,1.01,0,0.0,0.1
16983000,5935010,59350124,resi,sfd,3,sfd3,2.4,2.4,0.92,2.4,2.21,2,0.44,0.1
