xid,f0_scale,f0_elv,SOURCE,OPERATINGVOLTAGE,SUBTYPECD,layer,prev_bdroms_sum,bdrms_sum
1766,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,36.0,44.0
1774,1,0.1,FortisBC,230.0,35.0,UNDERGROUND_TRANSFORMERS,11.0,78.0
1808,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,11.0
1819,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,28.8
1820,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,1.0
1838,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,41.400000000000006
1866,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,2.0
1916,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,26.0
1919,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,26.0
1934,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,1.0
1940,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,1.0
1946,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,2.0
1984,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,0.0,40.0
1998,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,0.0,1.0
2000,1,0.1,FortisBC,172.0,3.0,UNDERGROUND_TRANSFORMERS,182.0,11.0
2010,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,160.0,160.0
2013,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,122.0,117.5
2035,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,5.0
2039,1,0.1,FortisBC,230.0,35.0,UNDERGROUND_TRANSFORMERS,102.0,3.0
2044,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,110.0,104.0
2057,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,92.0,129.1
2061,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,2.0
2064,1,0.1,FortisBC,230.0,30.0,UNDERGROUND_TRANSFORMERS,19.0,16.0
2068,1,0.1,BC Hydro Distribution,,,UG_TRANSFORMER,0.0,3.0
2083,1,0.1,FortisBC,230.0,15.0,UNDERGROUND_TRANSFORMERS,234.0,290.4
