bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,f0_elv,f0_scale
10416001,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10419000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,0.1,1.71
10420000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,0.1,3.33
10421000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,0.1,1.71
10422000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
10412001,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10423000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10424000,5907028,59070170,resi,mh,1,mh,1.7,1.7,0.95,0.1,1.62
10425000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,0.1,1.71
10426000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10427000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
787001,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10429000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10430000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10429001,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10431000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10432000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10433000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10432001,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
788003,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10436000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10437000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10438000,5907028,59070171,resi,mf,6,mf,0.7,4.2,0.96,0.1,4.03
10439000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10440000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10441000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10442000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10443000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10444000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
10446000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10447000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,0.1,1.71
10449000,5907028,59070171,resi,sfd,5,sfd4,3.5,3.5,0.96,0.1,3.36
10450000,5907028,59070171,resi,sfd,4,sfd4,3.5,3.5,0.96,0.1,3.36
10451000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10452000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10452001,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10455000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10456000,5907028,59070171,resi,sfd,5,sfd4,3.5,3.5,0.96,0.1,3.36
10455001,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10457000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10455002,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10458000,5907028,59070171,resi,mh,1,mh,1.7,1.7,0.96,0.1,1.63
10459000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10464000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10465000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10467000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
10468000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
10452002,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10470000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10471000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10472000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
10474000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10475000,5907028,59070170,resi,sfd,4,sfd4,3.5,3.5,0.95,0.1,3.33
10483000,5907028,59070170,resi,sfd,5,sfd4,3.5,3.5,0.95,0.1,3.33
10487000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
10490000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10490001,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10492000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10494000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10490002,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10496000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
806001,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10499000,5907028,59070171,resi,sfd,4,sfd4,3.5,3.5,0.96,0.1,3.36
10501000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10504000,5907028,59070171,resi,sfd,4,sfd4,3.5,3.5,0.96,0.1,3.36
806002,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
806003,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10508000,5907028,59070171,resi,mh,1,mh,1.7,1.7,0.96,0.1,1.63
10513000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10514000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10515000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10513001,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10517000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10518000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10519000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10525000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10525001,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10526000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10526001,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10526002,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10528000,5907028,59070170,resi,mh,1,mh,1.7,1.7,0.95,0.1,1.62
10465001,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10533000,5907028,59070170,resi,sfd,3,sfd3,2.0,2.0,0.95,0.1,1.9
10544000,5907014,59070165,resi,sfd,3,sfd3,2.4,2.4,0.97,0.1,2.33
10559000,5907028,59070161,resi,sfd,4,sfd4,3.5,3.5,0.92,0.1,3.22
10560000,5907028,59070170,resi,sfd,1,sfd1,1.5,1.5,0.95,0.1,1.43
10561000,5907028,59070170,resi,sfd,2,sfd2,1.8,1.8,0.95,0.1,1.71
10564000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10565000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10565001,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10566000,5907028,59070171,resi,sfd,6,sfd4,3.5,3.5,0.96,0.1,3.36
10568000,5907028,59070161,resi,sfd,3,sfd3,2.0,2.0,0.92,0.1,1.84
10569000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10572000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10573000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10574000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10577000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10578000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10579000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10580000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10581000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10582000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10583000,5907028,59070171,resi,sfd,4,sfd4,3.5,3.5,0.96,0.1,3.36
10585000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10587000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10592000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10593000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10594000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10596000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10597000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10598000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10600000,5907028,59070171,resi,mh,1,mh,1.7,1.7,0.96,0.1,1.63
10601000,5907028,59070171,resi,sfd,6,sfd4,3.5,3.5,0.96,0.1,3.36
10602000,5907028,59070171,resi,sfd,2,sfd2,1.8,1.8,0.96,0.1,1.73
10604000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10606000,5907028,59070171,resi,sfd,4,sfd4,3.5,3.5,0.96,0.1,3.36
10608000,5907028,59070171,resi,sfd,3,sfd3,2.0,2.0,0.96,0.1,1.92
10609000,5907028,59070171,resi,sfd,1,sfd1,1.5,1.5,0.96,0.1,1.44
10628000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10630000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10631000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10633000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10634000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10635000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10636000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10637000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10638000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10639000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10640000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10641000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10642000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10643000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10644000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10645000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10646000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10647000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10648000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10649000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10650000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10651000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10652000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10653000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10654000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10655000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10661000,5907028,59070277,resi,sfd,1,sfd1,1.5,1.5,0.93,0.1,1.4
10671000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10675000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10676000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10677000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10678000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10679000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10685000,5907028,59070277,resi,sfd,1,sfd1,1.5,1.5,0.93,0.1,1.4
10686000,5907028,59070277,resi,sfd,2,sfd2,1.8,1.8,0.93,0.1,1.67
10687000,5907028,59070277,resi,sfd,2,sfd2,1.8,1.8,0.93,0.1,1.67
10688000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10689000,5907028,59070277,resi,sfd,3,sfd3,2.0,2.0,0.93,0.1,1.86
10690000,5907028,59070277,resi,sfd,2,sfd2,1.8,1.8,0.93,0.1,1.67
10691000,5907028,59070277,resi,sfd,1,sfd1,1.5,1.5,0.93,0.1,1.4
10692000,5907028,59070277,resi,sfd,3,sfd3,2.0,2.0,0.93,0.1,1.86
10693000,5907028,59070277,resi,sfd,2,sfd2,1.8,1.8,0.93,0.1,1.67
10694000,5907028,59070277,resi,sfd,5,sfd4,3.5,3.5,0.93,0.1,3.26
10695000,5907028,59070277,resi,sfd,1,sfd1,1.5,1.5,0.93,0.1,1.4
10696000,5907028,59070277,resi,sfd,5,sfd4,3.5,3.5,0.93,0.1,3.26
10697000,5907028,59070277,resi,sfd,3,sfd3,2.0,2.0,0.93,0.1,1.86
10698000,5907028,59070277,resi,sfd,4,sfd4,3.5,3.5,0.93,0.1,3.26
10699000,5907028,59070277,resi,sfd,1,sfd1,1.5,1.5,0.93,0.1,1.4
10700000,5907028,59070277,resi,sfd,3,sfd3,2.0,2.0,0.93,0.1,1.86
10701000,5907028,59070277,resi,sfd,3,sfd3,2.0,2.0,0.93,0.1,1.86
10702000,5907028,59070277,resi,sfd,2,sfd2,1.8,1.8,0.93,0.1,1.67
10704000,5907028,59070277,resi,sfd,4,sfd4,3.5,3.5,0.93,0.1,3.26
10705000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10707000,5907047,59070276,resi,sfd,2,sfd2,1.7,1.7,0.94,0.1,1.6
10708000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10709000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10710000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10711000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10712000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10713000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10714000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10715000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,0.1,2.55
10716000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10717000,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10718000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10719000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10720000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10721000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10722000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10723000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10724000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10725000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10726000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10727000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,0.1,2.55
10728000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10729000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10730000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10731000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10732000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10733000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10734000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10735000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10736000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10737000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,0.1,2.55
10738000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10739000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10740000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10741000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10743001,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10744000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10745000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10746000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10747000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10751000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10754000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10755000,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10756000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10758001,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10760000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10761000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10762000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10763000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10766000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10768000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,0.1,2.55
10769000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10771000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10772000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
844001,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10773000,5907047,59070172,resi,sfd,5,sfd4,2.8,2.8,0.91,0.1,2.55
10775000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10776000,5907047,59070172,resi,sfd,1,sfd1,1.0,1.0,0.91,0.1,0.91
10780000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10781000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10783000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10784000,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
849001,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10787000,5907047,59070172,resi,sfd,6,sfd4,2.8,2.8,0.91,0.1,2.55
10787001,5907047,59070172,resi,sfd,6,sfd4,2.8,2.8,0.91,0.1,2.55
855001,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10787002,5907047,59070172,resi,sfd,6,sfd4,2.8,2.8,0.91,0.1,2.55
10787003,5907047,59070172,resi,sfd,6,sfd4,2.8,2.8,0.91,0.1,2.55
10787004,5907047,59070172,resi,sfd,6,sfd4,2.8,2.8,0.91,0.1,2.55
10793000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10784001,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10804000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10805000,5907047,59070172,resi,sfd,3,sfd3,2.4,2.4,0.91,0.1,2.18
10806000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10807000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10808000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10809000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10810000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10811000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10812000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10813000,5907028,59070277,resi,mh,1,mh,1.7,1.7,0.93,0.1,1.58
10815000,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815014,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815015,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815016,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815017,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
880001,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815018,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815024,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815025,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815027,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815028,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10815029,5907047,59070172,resi,mh,1,mh,1.6,1.6,0.91,0.1,1.46
10852000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10883000,5907047,59070172,resi,sfd,4,sfd4,2.8,2.8,0.91,0.1,2.55
10884000,5907047,59070172,resi,sfd,6,sfd4,2.8,2.8,0.91,0.1,2.55
10910000,5907047,59070172,resi,sfd,2,sfd2,1.7,1.7,0.91,0.1,1.55
10911000,5907047,59070176,resi,mf,19,mf,0.841304348,15.98478261,0.73,0.1,11.67
10917000,5907047,59070176,resi,sfd,4,sfd4,2.8,2.8,0.73,0.1,2.04
10923000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,0.1,1.24
10925000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,0.1,1.24
10930000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,0.1,0.73
10936000,5907047,59070176,resi,mf,56,mf,0.841304348,47.11304348,0.73,0.1,34.39
10937000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
10938000,5907047,59070176,resi,sfd,2,sfd2,1.7,1.7,0.73,0.1,1.24
10939000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
1006001,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
10942000,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
10943000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
10946000,5907047,59070175,resi,sfd,6,sfd4,2.8,2.8,0.75,0.1,2.1
1011001,5907047,59070176,resi,mf,5,mf,0.841304348,4.206521739,0.73,0.1,3.07
10946001,5907047,59070175,resi,sfd,6,sfd4,2.8,2.8,0.75,0.1,2.1
10946002,5907047,59070175,resi,sfd,6,sfd4,2.8,2.8,0.75,0.1,2.1
10951000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,0.1,0.73
10952000,5907047,59070175,resi,mh,1,mh,1.6,1.6,0.75,0.1,1.2
10953000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
10954000,5907047,59070176,resi,mf,11,mf,0.841304348,9.254347826,0.73,0.1,6.76
10959000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
10960000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,0.1,0.73
991001,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,0.1,0.73
10961000,5907047,59070176,resi,mf,28,mf,0.841304348,23.55652174,0.73,0.1,17.2
10963000,5907047,59070176,resi,sfd,4,sfd4,2.8,2.8,0.73,0.1,2.04
10964000,5907047,59070174,resi,sfd,4,sfd4,2.8,2.8,0.92,0.1,2.58
1015001,5907047,59070176,resi,mf,7,mf,0.841304348,5.889130435,0.73,0.1,4.3
10965000,5907047,59070176,resi,sfd,1,sfd1,1.0,1.0,0.73,0.1,0.73
10966000,5907047,59070175,resi,sfd,5,sfd4,2.8,2.8,0.75,0.1,2.1
10967000,5907047,59070176,resi,sfd,3,sfd3,2.4,2.4,0.73,0.1,1.75
10968000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
10969000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
1032001,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
1042001,5907047,59070175,resi,sfd,2,sfd2,1.7,1.7,0.75,0.1,1.28
10970000,5907047,59070175,resi,sfd,5,sfd4,2.8,2.8,0.75,0.1,2.1
10971000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
10972000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
10973000,5907047,59070175,resi,sfd,4,sfd4,2.8,2.8,0.75,0.1,2.1
10974000,5907047,59070175,resi,sfd,3,sfd3,2.4,2.4,0.75,0.1,1.8
