xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
233,0.0,649.35027,850.61088,975.92409,2099.94561,2849.29329,92.82987
234,0.0,2.33783,11.37036,11.37036,11.37036,11.37036,0.5632
235,0.0,349.98532,474.81496,499.78089,550.17508,583.77121,47.89027
236,0.0,250.04948,400.0148,525.03954,600.0222,650.01064,37.00526
237,0.0,275.03948,349.98799,475.03262,725.02404,891.68499,38.60786
238,0.0,75.00024,425.00136,450.00144,450.00144,450.00144,20.06256
239,0.0,250.01267,931.84,931.84,931.84,931.84,51.7064
240,0.0,149.99309,420.62,420.62,420.62,420.62,26.86794
241,0.0,275.0334,624.99456,649.97049,699.99689,733.34782,45.27377
242,0.0,10424.92329,13050.02108,13424.40086,13699.6366,13883.12709,1385.82301
243,0.0,974.44897,3701.19653,8049.17645,11325.83235,13510.26962,249.87113
244,0.0,0.0,249.99678,299.99614,349.99549,383.32839,8.08323
245,0.0,0.0,3.50845,3.50845,35.51238,56.84833,0.2386
246,0.0,0.0,124.98116,449.99539,524.99462,574.99411,6.49954
247,0.0,100.04793,474.99771,700.0289,874.98503,991.62245,26.1712
248,0.0,0.0,149.98757,424.99529,550.01545,633.36222,7.0831
249,0.0,0.0,0.0,24.79708,149.99096,233.45355,0.70762
250,0.0,5.14423,31.96771,49.97252,74.95878,91.61629,1.68688
251,0.0,0.0,3150.48728,4799.60771,9699.30654,12965.77243,127.29843
252,0.0,0.0,149.94864,274.98832,450.01088,566.69259,6.16552
253,0.0,2799.97409,3799.93748,3824.83125,3824.83125,3824.83125,380.18237
254,0.0,49.86179,49.86179,74.95148,174.99264,241.68675,6.83773
255,0.0,500.03975,899.93361,1074.98201,1324.93291,1491.56684,76.85611
256,0.0,74.97404,149.94807,200.05267,350.00074,449.96612,12.62154
257,0.0,99.98835,99.98835,174.94785,849.9645,1299.9756,15.87331
258,0.0,49.68702,75.08261,75.08261,100.4782,117.40859,7.07856
259,0.0,44.6381,224.97602,549.94139,1200.00948,1633.38821,16.13576
260,0.0,149.94985,250.04045,449.97358,749.99732,950.01315,24.49605
261,0.0,325.00611,499.96535,599.90115,1174.88995,1558.21582,49.01985
262,0.0,0.0,575.02447,1049.98573,1225.02854,1341.72375,21.54229
263,0.0,750.05324,1975.04725,2250.15971,2524.80746,2707.90596,133.71418
264,0.0,3200.31634,3799.67872,4175.09329,4549.57862,4799.23551,422.39638
265,0.0,2049.50617,2949.04827,3301.61605,4049.58695,4548.23422,288.93534
266,0.0,349.65105,8075.94025,13400.62624,17774.26138,20690.01814,333.65368
267,0.0,276.06857,17177.60016,37422.62892,64927.2387,83263.64522,807.99478
268,,0.0,0.0,0.0,0.0,,0.0
269,0.0,97.37244,1800.09757,2399.84286,2849.65182,3149.52446,69.6256
270,0.0,74.93144,524.52009,1075.93864,1525.52729,1825.25306,28.86301
271,0.0,250.12917,6899.87663,7800.11112,10150.40321,11717.2646,247.30321
272,0.0,75.29477,3649.66526,4399.77163,5075.29356,5525.64151,125.08343
