xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
239,0.0,75.01312,174.99955,250.01267,931.84,1386.39155,15.77978
240,0.0,74.99655,99.98137,149.99309,420.62,601.03794,11.62681
241,0.0,12.45068,99.97825,275.0334,574.96816,774.92467,6.7448
242,0.0,649.61552,8199.36124,10374.61138,13024.86512,14791.70095,335.05141
243,0.0,0.0,324.81632,974.44897,3251.01251,4768.72154,24.10242
244,0.0,0.0,0.0,0.0,249.99678,416.6613,1.04165
245,0.0,0.0,0.0,0.0,3.50845,5.84742,0.01462
246,0.0,0.0,0.0,0.0,74.99923,124.99872,0.3125
247,0.0,21.05196,100.04793,100.04793,399.98732,599.94691,6.25112
248,0.0,0.0,0.0,0.0,99.99171,166.65285,0.41663
249,,0.0,0.0,0.0,0.0,,0.0
250,0.0,0.0,1.83722,5.14423,31.96771,49.85003,0.19168
251,0.0,0.0,0.0,0.0,2675.45163,4459.08605,11.14772
252,0.0,0.0,0.0,0.0,99.96576,166.6096,0.41652
253,0.0,649.91876,1824.90446,2750.18656,3775.04372,4458.28183,127.69927
254,0.0,39.06369,39.06369,49.86179,49.86179,49.86179,4.96395
255,0.0,35.58904,249.9509,500.03975,800.0636,1000.0795,14.00525
256,0.0,40.47379,74.97404,74.97404,149.94807,199.93076,6.40662
257,0.0,0.0,74.9595,99.98835,99.98835,99.98835,2.4365
258,0.0,30.91637,49.68702,49.68702,75.08261,92.013,4.53348
259,0.0,18.54198,23.62386,44.6381,174.98135,261.87685,3.17091
260,0.0,99.96657,125.02022,149.94985,200.05716,233.46203,13.64318
261,0.0,199.8716,300.09375,325.00611,499.96535,616.60484,28.90645
262,0.0,0.0,0.0,0.0,500.04486,833.4081,2.08352
263,0.0,500.03549,750.05324,750.05324,875.06211,958.40136,70.52584
264,0.0,2150.27062,2849.99135,3200.31634,3675.16002,3991.72247,294.3814
265,0.0,224.06177,1673.87321,2049.50617,2876.5577,3427.92539,77.76536
266,0.0,25.97408,37.96211,349.65105,7450.56437,12184.50658,35.53121
267,0.0,20.44952,71.57333,245.39429,14754.33157,24426.95642,65.84747
268,,0.0,0.0,0.0,0.0,,0.0
269,0.0,65.48943,97.37244,124.94694,374.8408,541.43671,10.3907
270,0.0,5.76396,74.93144,74.93144,474.56579,740.98869,4.46066
271,0.0,0.0,275.48789,799.95229,5424.46031,8507.46566,31.4669
272,0.0,5.68262,75.29477,100.15625,274.89694,391.39073,3.71324
273,0.0,1.97633,124.50885,249.01771,725.31348,1042.84399,6.8414
274,0.0,2449.84594,3224.79721,3349.78935,3774.76263,4058.07815,332.18744
275,0.0,30.81368,51.35613,451.93394,3923.60833,6238.05792,21.93763
